Primary,State,County,Year,percent
702,Indiana,Allen County,2013,30.1
703,Indiana,Bartholomew County,2013,29.5
704,Indiana,Benton County,2013,32.6
705,Indiana,Blackford County,2013,36
706,Indiana,Boone County,2013,27.8
707,Indiana,Brown County,2013,30.6
708,Indiana,Carroll County,2013,26.9
709,Indiana,Cass County,2013,33.7
710,Indiana,Clark County,2013,33.3
711,Indiana,Clay County,2013,33.1
712,Indiana,Clinton County,2013,30.9
713,Indiana,Crawford County,2013,33
714,Indiana,Daviess County,2013,37.6
715,Indiana,Dearborn County,2013,32.5
716,Indiana,Decatur County,2013,32.7
717,Indiana,DeKalb County,2013,32.8
718,Indiana,Delaware County,2013,31.5
719,Indiana,Dubois County,2013,29.5
720,Indiana,Elkhart County,2013,32.8
721,Indiana,Fayette County,2013,33
722,Indiana,Floyd County,2013,30.1
723,Indiana,Fountain County,2013,29.8
724,Indiana,Franklin County,2013,26.2
725,Indiana,Fulton County,2013,37.8
726,Indiana,Gibson County,2013,32.1
727,Indiana,Grant County,2013,37.3
728,Indiana,Greene County,2013,33.1
729,Indiana,Hamilton County,2013,25.9
730,Indiana,Hancock County,2013,34.8
731,Indiana,Harrison County,2013,36
732,Indiana,Hendricks County,2013,31.8
733,Indiana,Henry County,2013,36.7
734,Indiana,Howard County,2013,31.4
735,Indiana,Huntington County,2013,32.6
736,Indiana,Jackson County,2013,36.9
737,Indiana,Jasper County,2013,29.6
738,Indiana,Jay County,2013,34
739,Indiana,Jefferson County,2013,35
740,Indiana,Jennings County,2013,33
741,Indiana,Johnson County,2013,30.2
742,Indiana,Knox County,2013,32.3
743,Indiana,Kosciusko County,2013,33.2
744,Indiana,LaGrange County,2013,34.2
745,Indiana,Lake County,2013,33.9
746,Indiana,LaPorte County,2013,35
747,Indiana,Lawrence County,2013,38.2
748,Indiana,Madison County,2013,33.4
749,Indiana,Marion County,2013,32.4
750,Indiana,Marshall County,2013,30.8
751,Indiana,Martin County,2013,35.8
752,Indiana,Miami County,2013,35.7
753,Indiana,Monroe County,2013,22.1
754,Indiana,Montgomery County,2013,32.7
755,Indiana,Morgan County,2013,33.2
756,Indiana,Newton County,2013,35.3
757,Indiana,Noble County,2013,31.8
758,Indiana,Ohio County,2013,30.4
759,Indiana,Orange County,2013,35.4
760,Indiana,Owen County,2013,34
761,Indiana,Parke County,2013,33.6
762,Indiana,Perry County,2013,32.8
763,Indiana,Pike County,2013,36.4
764,Indiana,Porter County,2013,31.9
765,Indiana,Posey County,2013,29.1
766,Indiana,Pulaski County,2013,31.5
767,Indiana,Putnam County,2013,31.5
768,Indiana,Randolph County,2013,35.6
769,Indiana,Ripley County,2013,32.7
770,Indiana,Rush County,2013,32.6
771,Indiana,St. Joseph County,2013,30
772,Indiana,Scott County,2013,29.5
773,Indiana,Shelby County,2013,33.1
774,Indiana,Spencer County,2013,30.5
775,Indiana,Starke County,2013,36.1
776,Indiana,Steuben County,2013,33.7
777,Indiana,Sullivan County,2013,32.9
778,Indiana,Switzerland County,2013,32
779,Indiana,Tippecanoe County,2013,26.4
780,Indiana,Tipton County,2013,31.1
781,Indiana,Union County,2013,30
782,Indiana,Vanderburgh County,2013,33.3
783,Indiana,Vermillion County,2013,33.1
784,Indiana,Vigo County,2013,32.8
785,Indiana,Wabash County,2013,31.6
786,Indiana,Warren County,2013,32.1
787,Indiana,Warrick County,2013,29.4
788,Indiana,Washington County,2013,30.6
789,Indiana,Wayne County,2013,29.6
790,Indiana,Wells County,2013,28.4
791,Indiana,White County,2013,34.7
792,Indiana,Whitley County,2013,32
793,Iowa,Adair County,2013,32.4
794,Iowa,Adams County,2013,30.8
795,Iowa,Allamakee County,2013,33.6
796,Iowa,Appanoose County,2013,35.4
797,Iowa,Audubon County,2013,31.2
798,Iowa,Benton County,2013,34.4
799,Iowa,Black Hawk County,2013,29.9
800,Iowa,Boone County,2013,32.4
801,Iowa,Bremer County,2013,32.4
802,Iowa,Buchanan County,2013,35.2
803,Iowa,Buena Vista County,2013,33
804,Iowa,Butler County,2013,33.8
805,Iowa,Calhoun County,2013,32.4
806,Iowa,Carroll County,2013,30.7
807,Iowa,Cass County,2013,35.2
808,Iowa,Cedar County,2013,32.4
809,Iowa,Cerro Gordo County,2013,33.2
810,Iowa,Cherokee County,2013,37.5
811,Iowa,Chickasaw County,2013,32.7
812,Iowa,Clarke County,2013,30.5
813,Iowa,Clay County,2013,33.8
814,Iowa,Clayton County,2013,32.1
815,Iowa,Clinton County,2013,33.4
816,Iowa,Crawford County,2013,34.2
817,Iowa,Dallas County,2013,29.8
818,Iowa,Davis County,2013,32.7
819,Iowa,Decatur County,2013,33.1
820,Iowa,Delaware County,2013,33.9
821,Iowa,Des Moines County,2013,31.3
822,Iowa,Dickinson County,2013,33.4
823,Iowa,Dubuque County,2013,28.5
824,Iowa,Emmet County,2013,33.2
825,Iowa,Fayette County,2013,37.7
826,Iowa,Floyd County,2013,31
827,Iowa,Franklin County,2013,32.6
828,Iowa,Fremont County,2013,32.9
829,Iowa,Greene County,2013,29.6
830,Iowa,Grundy County,2013,31.7
831,Iowa,Guthrie County,2013,35.9
832,Iowa,Hamilton County,2013,30.6
833,Iowa,Hancock County,2013,35.4
834,Iowa,Hardin County,2013,34.8
835,Iowa,Harrison County,2013,32.3
836,Iowa,Henry County,2013,34.6
837,Iowa,Howard County,2013,31.1
838,Iowa,Humboldt County,2013,31.8
839,Iowa,Ida County,2013,28.2
840,Iowa,Iowa County,2013,30.7
841,Iowa,Jackson County,2013,33.1
842,Iowa,Jasper County,2013,32.2
843,Iowa,Jefferson County,2013,27.5
844,Iowa,Johnson County,2013,23
845,Iowa,Jones County,2013,37.6
846,Iowa,Keokuk County,2013,29.9
847,Iowa,Kossuth County,2013,32.7
848,Iowa,Lee County,2013,31.9
849,Iowa,Linn County,2013,31
850,Iowa,Louisa County,2013,37.4
851,Iowa,Lucas County,2013,33.8
852,Iowa,Lyon County,2013,31.9
853,Iowa,Madison County,2013,34.2
854,Iowa,Mahaska County,2013,31.9
855,Iowa,Marion County,2013,33.1
856,Iowa,Marshall County,2013,34.7
857,Iowa,Mills County,2013,34.7
858,Iowa,Mitchell County,2013,30.3
859,Iowa,Monona County,2013,32.8
860,Iowa,Monroe County,2013,32.4
861,Iowa,Montgomery County,2013,37.6
862,Iowa,Muscatine County,2013,34.2
863,Iowa,O'Brien County,2013,31.6
864,Iowa,Osceola County,2013,34.4
865,Iowa,Page County,2013,35.3
866,Iowa,Palo Alto County,2013,35.7
867,Iowa,Plymouth County,2013,32.2
868,Iowa,Pocahontas County,2013,31.9
869,Iowa,Polk County,2013,29.2
870,Iowa,Pottawattamie County,2013,36
871,Iowa,Poweshiek County,2013,32.1
872,Iowa,Ringgold County,2013,34.9
873,Iowa,Sac County,2013,33
874,Iowa,Scott County,2013,31.8
875,Iowa,Shelby County,2013,29.4
876,Iowa,Sioux County,2013,29
877,Iowa,Story County,2013,27.1
878,Iowa,Tama County,2013,31.3
879,Iowa,Taylor County,2013,30.9
880,Iowa,Union County,2013,37.8
881,Iowa,Van Buren County,2013,35.7
882,Iowa,Wapello County,2013,35.6
883,Iowa,Warren County,2013,31.1
884,Iowa,Washington County,2013,31.5
885,Iowa,Wayne County,2013,33.3
886,Iowa,Webster County,2013,31.1
887,Iowa,Winnebago County,2013,28.6
888,Iowa,Winneshiek County,2013,25.4
889,Iowa,Woodbury County,2013,34.3
890,Iowa,Worth County,2013,33.7
891,Iowa,Wright County,2013,34.4
892,Kansas,Allen County,2013,34.2
893,Kansas,Anderson County,2013,33.3
894,Kansas,Atchison County,2013,33.1
895,Kansas,Barber County,2013,36.7
896,Kansas,Barton County,2013,35.4
897,Kansas,Bourbon County,2013,33.9
898,Kansas,Brown County,2013,29.6
899,Kansas,Butler County,2013,31.9
900,Kansas,Chase County,2013,28.3
901,Kansas,Chautauqua County,2013,34.1
902,Kansas,Cherokee County,2013,37
903,Kansas,Cheyenne County,2013,33.5
904,Kansas,Clark County,2013,31.2
905,Kansas,Clay County,2013,36.2
906,Kansas,Cloud County,2013,29.9
907,Kansas,Coffey County,2013,30.5
908,Kansas,Comanche County,2013,33.6
909,Kansas,Cowley County,2013,36
910,Kansas,Crawford County,2013,33
911,Kansas,Decatur County,2013,36.1
912,Kansas,Dickinson County,2013,31.9
913,Kansas,Doniphan County,2013,32.1
914,Kansas,Douglas County,2013,24.2
915,Kansas,Edwards County,2013,32.9
916,Kansas,Elk County,2013,32.5
917,Kansas,Ellis County,2013,31.6
918,Kansas,Ellsworth County,2013,33.3
919,Kansas,Finney County,2013,35.2
920,Kansas,Ford County,2013,30.6
921,Kansas,Franklin County,2013,33.8
922,Kansas,Geary County,2013,32.7
923,Kansas,Gove County,2013,30.2
924,Kansas,Graham County,2013,28.9
925,Kansas,Grant County,2013,35.6
926,Kansas,Gray County,2013,36
927,Kansas,Greeley County,2013,32.6
928,Kansas,Greenwood County,2013,32.7
929,Kansas,Hamilton County,2013,37.1
930,Kansas,Harper County,2013,34.2
931,Kansas,Harvey County,2013,31
932,Kansas,Haskell County,2013,33.9
933,Kansas,Hodgeman County,2013,32
934,Kansas,Jackson County,2013,33.4
935,Kansas,Jefferson County,2013,29.9
936,Kansas,Jewell County,2013,29.6
937,Kansas,Johnson County,2013,24.8
938,Kansas,Kearny County,2013,28.7
939,Kansas,Kingman County,2013,32.2
940,Kansas,Kiowa County,2013,32.8
941,Kansas,Labette County,2013,34
942,Kansas,Lane County,2013,30.8
943,Kansas,Leavenworth County,2013,32.8
944,Kansas,Lincoln County,2013,31.2
945,Kansas,Linn County,2013,31.6
946,Kansas,Logan County,2013,31.1
947,Kansas,Lyon County,2013,34.7
948,Kansas,McPherson County,2013,29.2
949,Kansas,Marion County,2013,30.9
950,Kansas,Marshall County,2013,32.6
951,Kansas,Meade County,2013,27
952,Kansas,Miami County,2013,34.1
953,Kansas,Mitchell County,2013,32.1
954,Kansas,Montgomery County,2013,35.1
955,Kansas,Morris County,2013,35.1
956,Kansas,Morton County,2013,31.9
957,Kansas,Nemaha County,2013,30.4
958,Kansas,Neosho County,2013,33.5
959,Kansas,Ness County,2013,31.1
960,Kansas,Norton County,2013,32.4
961,Kansas,Osage County,2013,37.1
962,Kansas,Osborne County,2013,33.2
963,Kansas,Ottawa County,2013,37.9
964,Kansas,Pawnee County,2013,30.3
965,Kansas,Phillips County,2013,28.8
966,Kansas,Pottawatomie County,2013,31.3
967,Kansas,Pratt County,2013,33.8
968,Kansas,Rawlins County,2013,32.3
969,Kansas,Reno County,2013,35.7
970,Kansas,Republic County,2013,30.9
971,Kansas,Rice County,2013,32.6
972,Kansas,Riley County,2013,23.8
973,Kansas,Rooks County,2013,32.8
974,Kansas,Rush County,2013,32.6
975,Kansas,Russell County,2013,30.4
976,Kansas,Saline County,2013,35.1
977,Kansas,Scott County,2013,32.1
978,Kansas,Sedgwick County,2013,31.4
979,Kansas,Seward County,2013,38.6
980,Kansas,Shawnee County,2013,32.9
981,Kansas,Sheridan County,2013,31.5
982,Kansas,Sherman County,2013,29.9
983,Kansas,Smith County,2013,34.1
984,Kansas,Stafford County,2013,32.5
985,Kansas,Stanton County,2013,31.3
986,Kansas,Stevens County,2013,34.8
987,Kansas,Sumner County,2013,31.1
988,Kansas,Thomas County,2013,35
989,Kansas,Trego County,2013,29.7
990,Kansas,Wabaunsee County,2013,30.9
991,Kansas,Wallace County,2013,33.1
992,Kansas,Washington County,2013,30.7
993,Kansas,Wichita County,2013,29.4
994,Kansas,Wilson County,2013,32.9
995,Kansas,Woodson County,2013,33.4
996,Kansas,Wyandotte County,2013,36.2
997,Kentucky,Adair County,2013,34.3
998,Kentucky,Allen County,2013,33.9
999,Kentucky,Anderson County,2013,34.6
1000,Kentucky,Ballard County,2013,34.2
1001,Kentucky,Barren County,2013,31
1002,Kentucky,Bath County,2013,30.4
1003,Kentucky,Bell County,2013,37.9
1004,Kentucky,Boone County,2013,32.5
1005,Kentucky,Bourbon County,2013,34.1
1006,Kentucky,Boyd County,2013,38.5
1007,Kentucky,Boyle County,2013,32.2
1008,Kentucky,Bracken County,2013,32.4
1009,Kentucky,Breathitt County,2013,41.6
1010,Kentucky,Breckinridge County,2013,36.6
1011,Kentucky,Bullitt County,2013,32.8
1012,Kentucky,Butler County,2013,33.2
1013,Kentucky,Caldwell County,2013,35
1014,Kentucky,Calloway County,2013,30.1
1015,Kentucky,Campbell County,2013,31.6
1016,Kentucky,Carlisle County,2013,33.4
1017,Kentucky,Carroll County,2013,35.3
1018,Kentucky,Carter County,2013,38.9
1019,Kentucky,Casey County,2013,36.4
1020,Kentucky,Christian County,2013,36.5
1021,Kentucky,Clark County,2013,30.6
1022,Kentucky,Clay County,2013,38
1023,Kentucky,Clinton County,2013,34.9
1024,Kentucky,Crittenden County,2013,33.8
1025,Kentucky,Cumberland County,2013,31.8
1026,Kentucky,Daviess County,2013,30.4
1027,Kentucky,Edmonson County,2013,31.2
1028,Kentucky,Elliott County,2013,33.7
1029,Kentucky,Estill County,2013,35.1
1030,Kentucky,Fayette County,2013,27.3
1031,Kentucky,Fleming County,2013,34.5
1032,Kentucky,Floyd County,2013,37.6
1033,Kentucky,Franklin County,2013,33.2
1034,Kentucky,Fulton County,2013,32
1035,Kentucky,Gallatin County,2013,35.8
1036,Kentucky,Garrard County,2013,30.5
1037,Kentucky,Grant County,2013,36.3
1038,Kentucky,Graves County,2013,30.1
1039,Kentucky,Grayson County,2013,36.5
1040,Kentucky,Green County,2013,38.1
1041,Kentucky,Greenup County,2013,39.8
1042,Kentucky,Hancock County,2013,34.5
1043,Kentucky,Hardin County,2013,32.9
1044,Kentucky,Harlan County,2013,36.5
1045,Kentucky,Harrison County,2013,30.1
1046,Kentucky,Hart County,2013,37.1
1047,Kentucky,Henderson County,2013,32.6
1048,Kentucky,Henry County,2013,31.6
1049,Kentucky,Hickman County,2013,35.2
1050,Kentucky,Hopkins County,2013,35
1051,Kentucky,Jackson County,2013,37.5
1052,Kentucky,Jefferson County,2013,31.6
1053,Kentucky,Jessamine County,2013,31.5
1054,Kentucky,Johnson County,2013,37.2
1055,Kentucky,Kenton County,2013,28.5
1056,Kentucky,Knott County,2013,40.2
1057,Kentucky,Knox County,2013,39.3
1058,Kentucky,Larue County,2013,33.6
1059,Kentucky,Laurel County,2013,37.8
1060,Kentucky,Lawrence County,2013,42.2
1061,Kentucky,Lee County,2013,33.9
1062,Kentucky,Leslie County,2013,43.2
1063,Kentucky,Letcher County,2013,38.6
1064,Kentucky,Lewis County,2013,38.3
1065,Kentucky,Lincoln County,2013,30.8
1066,Kentucky,Livingston County,2013,29.7
1067,Kentucky,Logan County,2013,35.2
1068,Kentucky,Lyon County,2013,33.3
1069,Kentucky,McCracken County,2013,33.7
1070,Kentucky,McCreary County,2013,34.3
1071,Kentucky,McLean County,2013,36.8
1072,Kentucky,Madison County,2013,32.2
1073,Kentucky,Magoffin County,2013,33.7
1074,Kentucky,Marion County,2013,30.6
1075,Kentucky,Marshall County,2013,34.1
1076,Kentucky,Martin County,2013,39.3
1077,Kentucky,Mason County,2013,30.1
1078,Kentucky,Meade County,2013,35.9
1079,Kentucky,Menifee County,2013,33.3
1080,Kentucky,Mercer County,2013,35.8
1081,Kentucky,Metcalfe County,2013,33.8
1082,Kentucky,Monroe County,2013,29.9
1083,Kentucky,Montgomery County,2013,32.2
1084,Kentucky,Morgan County,2013,35.5
1085,Kentucky,Muhlenberg County,2013,37.8
1086,Kentucky,Nelson County,2013,32.4
1087,Kentucky,Nicholas County,2013,32.5
1088,Kentucky,Ohio County,2013,37.2
1089,Kentucky,Oldham County,2013,28
1090,Kentucky,Owen County,2013,30
1091,Kentucky,Owsley County,2013,33.6
1092,Kentucky,Pendleton County,2013,32.4
1093,Kentucky,Perry County,2013,37
1094,Kentucky,Pike County,2013,38.9
1095,Kentucky,Powell County,2013,36.3
1096,Kentucky,Pulaski County,2013,33.6
1097,Kentucky,Robertson County,2013,34.6
1098,Kentucky,Rockcastle County,2013,36
1099,Kentucky,Rowan County,2013,34.4
1100,Kentucky,Russell County,2013,34.6
1101,Kentucky,Scott County,2013,29.4
1102,Kentucky,Shelby County,2013,33
1103,Kentucky,Simpson County,2013,35.4
1104,Kentucky,Spencer County,2013,30.3
1105,Kentucky,Taylor County,2013,35.4
1106,Kentucky,Todd County,2013,33.7
1107,Kentucky,Trigg County,2013,33.4
1108,Kentucky,Trimble County,2013,34
1109,Kentucky,Union County,2013,30.7
1110,Kentucky,Warren County,2013,31.6
1111,Kentucky,Washington County,2013,32.9
1112,Kentucky,Wayne County,2013,37.1
1113,Kentucky,Webster County,2013,35.6
1114,Kentucky,Whitley County,2013,36.3
1115,Kentucky,Wolfe County,2013,32.3
1116,Kentucky,Woodford County,2013,29.5
1117,Louisiana,Acadia Parish,2013,33.1
1118,Louisiana,Allen Parish,2013,34.4
1119,Louisiana,Ascension Parish,2013,31.3
1120,Louisiana,Assumption Parish,2013,34.8
1121,Louisiana,Avoyelles Parish,2013,37
1122,Louisiana,Beauregard Parish,2013,35.8
1123,Louisiana,Bienville Parish,2013,38.2
1124,Louisiana,Bossier Parish,2013,34.7
1125,Louisiana,Caddo Parish,2013,34.3
1126,Louisiana,Calcasieu Parish,2013,32.3
1127,Louisiana,Caldwell Parish,2013,36.3
1128,Louisiana,Cameron Parish,2013,31.5
1129,Louisiana,Catahoula Parish,2013,35.3
1130,Louisiana,Claiborne Parish,2013,37
1131,Louisiana,Concordia Parish,2013,38.3
1132,Louisiana,De Soto Parish,2013,38.9
1133,Louisiana,East Baton Rouge Parish,2013,32.9
1134,Louisiana,East Carroll Parish,2013,42.1
1135,Louisiana,East Feliciana Parish,2013,42.1
1136,Louisiana,Evangeline Parish,2013,41.9
1137,Louisiana,Franklin Parish,2013,38
1138,Louisiana,Grant Parish,2013,33.8
1139,Louisiana,Iberia Parish,2013,36.1
1140,Louisiana,Iberville Parish,2013,39.7
1141,Louisiana,Jackson Parish,2013,34.8
1142,Louisiana,Jefferson Parish,2013,35.4
1143,Louisiana,Jefferson Davis Parish,2013,36.3
1144,Louisiana,Lafayette Parish,2013,31.1
1145,Louisiana,Lafourche Parish,2013,36.9
1146,Louisiana,La Salle Parish,2013,33.2
1147,Louisiana,Lincoln Parish,2013,37.3
1148,Louisiana,Livingston Parish,2013,34.4
1149,Louisiana,Madison Parish,2013,41.8
1150,Louisiana,Morehouse Parish,2013,39.4
1151,Louisiana,Natchitoches Parish,2013,34.7
1152,Louisiana,Orleans Parish,2013,31.9
1153,Louisiana,Ouachita Parish,2013,35.7
1154,Louisiana,Plaquemines Parish,2013,33.5
1155,Louisiana,Pointe Coupee Parish,2013,35.3
1156,Louisiana,Rapides Parish,2013,35.7
1157,Louisiana,Red River Parish,2013,40.3
1158,Louisiana,Richland Parish,2013,37.1
1159,Louisiana,Sabine Parish,2013,39.1
1160,Louisiana,St. Bernard Parish,2013,35.5
1161,Louisiana,St. Charles Parish,2013,35.9
1162,Louisiana,St. Helena Parish,2013,40.6
1163,Louisiana,St. James Parish,2013,37
1164,Louisiana,St. John the Baptist Pa,2013,35.8
1165,Louisiana,St. Landry Parish,2013,39.6
1166,Louisiana,St. Martin Parish,2013,34.2
1167,Louisiana,St. Mary Parish,2013,38
1168,Louisiana,St. Tammany Parish,2013,27.8
1169,Louisiana,Tangipahoa Parish,2013,39.1
1170,Louisiana,Tensas Parish,2013,34.8
1171,Louisiana,Terrebonne Parish,2013,39.5
1172,Louisiana,Union Parish,2013,34.4
1173,Louisiana,Vermilion Parish,2013,31.2
1174,Louisiana,Vernon Parish,2013,36.6
1175,Louisiana,Washington Parish,2013,37.4
1176,Louisiana,Webster Parish,2013,35.8
1177,Louisiana,West Baton Rouge Parish,2013,40.2
1178,Louisiana,West Carroll Parish,2013,36
1179,Louisiana,West Feliciana Parish,2013,34.5
1180,Louisiana,Winn Parish,2013,37.7
1181,Maine,Androscoggin County,2013,33.2
1182,Maine,Aroostook County,2013,34.1
1183,Maine,Cumberland County,2013,22.7
1184,Maine,Franklin County,2013,30.2
1185,Maine,Hancock County,2013,24.3
1186,Maine,Kennebec County,2013,30.9
1187,Maine,Knox County,2013,23.1
1188,Maine,Lincoln County,2013,24.6
1189,Maine,Oxford County,2013,31.4
1190,Maine,Penobscot County,2013,30.3
1191,Maine,Piscataquis County,2013,33.3
1192,Maine,Sagadahoc County,2013,25.1
1193,Maine,Somerset County,2013,35
1194,Maine,Waldo County,2013,28.3
1195,Maine,Washington County,2013,28.5
1196,Maine,York County,2013,27.6
1197,Maryland,Allegany County,2013,32.3
1198,Maryland,Anne Arundel County,2013,29.1
1199,Maryland,Baltimore County,2013,28.8
1200,Maryland,Calvert County,2013,29.7
1201,Maryland,Caroline County,2013,35
1202,Maryland,Carroll County,2013,27.9
1203,Maryland,Cecil County,2013,33.7
1204,Maryland,Charles County,2013,36
1205,Maryland,Dorchester County,2013,35.7
1206,Maryland,Frederick County,2013,29.1
1207,Maryland,Garrett County,2013,30.6
1208,Maryland,Harford County,2013,27.9
1209,Maryland,Howard County,2013,21.7
1210,Maryland,Kent County,2013,28.1
1211,Maryland,Montgomery County,2013,20.1
1212,Maryland,Prince George's County,2013,33.4
1213,Maryland,Queen Anne's County,2013,28.9
1214,Maryland,St. Mary's County,2013,32
1215,Maryland,Somerset County,2013,42.2
1216,Maryland,Talbot County,2013,29.3
1217,Maryland,Washington County,2013,33.8
1218,Maryland,Wicomico County,2013,35.9
1219,Maryland,Worcester County,2013,29.4
1220,Maryland,Baltimore city,2013,33.7
1221,Massachusetts,Barnstable County,2013,19.9
1222,Massachusetts,Berkshire County,2013,23.7
1223,Massachusetts,Bristol County,2013,28.3
1224,Massachusetts,Dukes County,2013,22
1225,Massachusetts,Essex County,2013,25.5
1226,Massachusetts,Franklin County,2013,21
1227,Massachusetts,Hampden County,2013,27.5
1228,Massachusetts,Hampshire County,2013,18.9
1229,Massachusetts,Middlesex County,2013,22.6
1230,Massachusetts,Nantucket County,2013,20
1231,Massachusetts,Norfolk County,2013,20.5
1232,Massachusetts,Plymouth County,2013,27.8
1233,Massachusetts,Suffolk County,2013,21.3
1234,Massachusetts,Worcester County,2013,27
1235,Michigan,Alcona County,2013,31.1
1236,Michigan,Alger County,2013,29.8
1237,Michigan,Allegan County,2013,30.2
1238,Michigan,Alpena County,2013,32.1
1239,Michigan,Antrim County,2013,32.2
1240,Michigan,Arenac County,2013,34
1241,Michigan,Baraga County,2013,32.5
1242,Michigan,Barry County,2013,31.2
1243,Michigan,Bay County,2013,35.4
1244,Michigan,Benzie County,2013,28.7
1245,Michigan,Berrien County,2013,34.8
1246,Michigan,Branch County,2013,31.8
1247,Michigan,Calhoun County,2013,33.9
1248,Michigan,Cass County,2013,35.3
1249,Michigan,Charlevoix County,2013,28.6
1250,Michigan,Cheboygan County,2013,33.2
1251,Michigan,Chippewa County,2013,34.6
1252,Michigan,Clare County,2013,33.8
1253,Michigan,Clinton County,2013,31.6
1254,Michigan,Crawford County,2013,30.4
1255,Michigan,Delta County,2013,32.1
1256,Michigan,Dickinson County,2013,30.1
1257,Michigan,Eaton County,2013,35.7
1258,Michigan,Emmet County,2013,29.8
1259,Michigan,Genesee County,2013,33
1260,Michigan,Gladwin County,2013,34.7
1261,Michigan,Gogebic County,2013,31.3
1262,Michigan,Grand Traverse County,2013,26.8
1263,Michigan,Gratiot County,2013,33.6
1264,Michigan,Hillsdale County,2013,32
1265,Michigan,Houghton County,2013,30.7
1266,Michigan,Huron County,2013,31.5
1267,Michigan,Ingham County,2013,30.4
1268,Michigan,Ionia County,2013,38
1269,Michigan,Iosco County,2013,33.2
1270,Michigan,Iron County,2013,29.1
1271,Michigan,Isabella County,2013,30.9
1272,Michigan,Jackson County,2013,33.7
1273,Michigan,Kalamazoo County,2013,30.6
1274,Michigan,Kalkaska County,2013,31.6
1275,Michigan,Kent County,2013,28.7
1276,Michigan,Keweenaw County,2013,30.9
1277,Michigan,Lake County,2013,32
1278,Michigan,Lapeer County,2013,30.3
1279,Michigan,Leelanau County,2013,26.6
1280,Michigan,Lenawee County,2013,30.8
1281,Michigan,Livingston County,2013,29.6
1282,Michigan,Luce County,2013,32.6
1283,Michigan,Mackinac County,2013,31.1
1284,Michigan,Macomb County,2013,33.3
1285,Michigan,Manistee County,2013,34.6
1286,Michigan,Marquette County,2013,29.2
1287,Michigan,Mason County,2013,29.9
1288,Michigan,Mecosta County,2013,35
1289,Michigan,Menominee County,2013,34.4
1290,Michigan,Midland County,2013,30.5
1291,Michigan,Missaukee County,2013,32.2
1292,Michigan,Monroe County,2013,33.8
1293,Michigan,Montcalm County,2013,34
1294,Michigan,Montmorency County,2013,28.9
1295,Michigan,Muskegon County,2013,35.8
1296,Michigan,Newaygo County,2013,34
1297,Michigan,Oakland County,2013,26.3
1298,Michigan,Oceana County,2013,34.8
1299,Michigan,Ogemaw County,2013,35.6
1300,Michigan,Ontonagon County,2013,33
1301,Michigan,Osceola County,2013,34.2
1302,Michigan,Oscoda County,2013,33.5
1303,Michigan,Otsego County,2013,33.3
1304,Michigan,Ottawa County,2013,27.6
1305,Michigan,Presque Isle County,2013,32.3
1306,Michigan,Roscommon County,2013,34.2
1307,Michigan,Saginaw County,2013,38.9
1308,Michigan,St. Clair County,2013,33
1309,Michigan,St. Joseph County,2013,34.7
1310,Michigan,Sanilac County,2013,31.3
1311,Michigan,Schoolcraft County,2013,31.3
1312,Michigan,Shiawassee County,2013,32.4
1313,Michigan,Tuscola County,2013,32.6
1314,Michigan,Van Buren County,2013,33.5
1315,Michigan,Washtenaw County,2013,24.4
1316,Michigan,Wayne County,2013,33.5
1317,Michigan,Wexford County,2013,30.2
1318,Minnesota,Aitkin County,2013,29.9
1319,Minnesota,Anoka County,2013,30
1320,Minnesota,Becker County,2013,32.6
1321,Minnesota,Beltrami County,2013,30.9
1322,Minnesota,Benton County,2013,29.3
1323,Minnesota,Big Stone County,2013,28.7
1324,Minnesota,Blue Earth County,2013,33.7
1325,Minnesota,Brown County,2013,30.1
1326,Minnesota,Carlton County,2013,30.1
1327,Minnesota,Carver County,2013,23
1328,Minnesota,Cass County,2013,26.5
1329,Minnesota,Chippewa County,2013,29.9
1330,Minnesota,Chisago County,2013,29.8
1331,Minnesota,Clay County,2013,28.4
1332,Minnesota,Clearwater County,2013,31
1333,Minnesota,Cook County,2013,28.9
1334,Minnesota,Cottonwood County,2013,31.7
1335,Minnesota,Crow Wing County,2013,29
1336,Minnesota,Dakota County,2013,26.6
1337,Minnesota,Dodge County,2013,24.9
1338,Minnesota,Douglas County,2013,30
1339,Minnesota,Faribault County,2013,27
1340,Minnesota,Fillmore County,2013,25.1
1341,Minnesota,Freeborn County,2013,29.9
1342,Minnesota,Goodhue County,2013,32.2
1343,Minnesota,Grant County,2013,32
1344,Minnesota,Hennepin County,2013,22.8
1345,Minnesota,Houston County,2013,25.7
1346,Minnesota,Hubbard County,2013,24.9
1347,Minnesota,Isanti County,2013,28
1348,Minnesota,Itasca County,2013,32.2
1349,Minnesota,Jackson County,2013,31.5
1350,Minnesota,Kanabec County,2013,29.9
1351,Minnesota,Kandiyohi County,2013,29.1
1352,Minnesota,Kittson County,2013,27.8
1353,Minnesota,Koochiching County,2013,28
1354,Minnesota,Lac qui Parle County,2013,28.8
1355,Minnesota,Lake County,2013,30.3
1356,Minnesota,Lake of the Woods Count,2013,30.4
1357,Minnesota,Le Sueur County,2013,32.4
1358,Minnesota,Lincoln County,2013,28.3
1359,Minnesota,Lyon County,2013,28.7
1360,Minnesota,McLeod County,2013,31.1
1361,Minnesota,Mahnomen County,2013,32.6
1362,Minnesota,Marshall County,2013,29.7
1363,Minnesota,Martin County,2013,32.2
1364,Minnesota,Meeker County,2013,30.4
